,Position,Age,Overall,Preferred Foot,Body Type,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle
10979,CB,23.0,64.0,0.0,0.0,72.0,168.0,39.0,41.0,55.0,63.0,37.0,51.0,28.0,29.0,63.0,62.0,60.0,67.0,62.0,64.0,59.0,43.0,77.0,64.0,68.0,38.0,65.0,67.0,41.0,52.0,37.0,58.0,66.0,59.0,58.0
10980,RB,33.0,64.0,0.0,0.0,69.0,161.0,71.0,45.0,45.0,56.0,11.0,59.0,65.0,70.0,63.0,65.0,68.0,63.0,67.0,65.0,75.0,70.0,45.0,76.0,61.0,69.0,73.0,71.0,59.0,48.0,68.0,47.0,64.0,60.0,49.0
10981,CM,22.0,64.0,0.0,0.0,70.0,159.0,60.0,33.0,49.0,68.0,57.0,66.0,65.0,68.0,62.0,68.0,72.0,75.0,73.0,58.0,73.0,73.0,72.0,71.0,69.0,67.0,73.0,60.0,41.0,64.0,60.0,66.0,59.0,63.0,62.0
10984,LM,23.0,64.0,0.0,1.0,70.0,168.0,54.0,63.0,58.0,57.0,54.0,61.0,50.0,36.0,43.0,62.0,80.0,81.0,90.0,64.0,74.0,59.0,61.0,62.0,63.0,63.0,31.0,21.0,59.0,60.0,54.0,58.0,21.0,24.0,24.0
10986,CB,22.0,64.0,0.0,1.0,72.0,161.0,57.0,31.0,58.0,65.0,34.0,56.0,51.0,31.0,63.0,62.0,60.0,69.0,64.0,61.0,60.0,42.0,62.0,66.0,67.0,36.0,64.0,62.0,36.0,44.0,36.0,57.0,60.0,66.0,63.0
10987,CDM,19.0,64.0,0.0,1.0,75.0,168.0,61.0,35.0,53.0,63.0,32.0,59.0,42.0,38.0,64.0,62.0,64.0,63.0,63.0,62.0,53.0,48.0,64.0,69.0,65.0,33.0,63.0,64.0,38.0,58.0,47.0,51.0,57.0,64.0,57.0
10988,CM,26.0,64.0,0.0,1.0,70.0,154.0,57.0,34.0,54.0,68.0,55.0,63.0,62.0,60.0,64.0,64.0,66.0,67.0,71.0,59.0,72.0,54.0,70.0,72.0,62.0,58.0,51.0,63.0,56.0,66.0,59.0,68.0,65.0,57.0,59.0
10989,CAM,20.0,64.0,1.0,1.0,70.0,150.0,50.0,45.0,38.0,66.0,53.0,68.0,53.0,48.0,57.0,66.0,72.0,61.0,73.0,53.0,75.0,52.0,54.0,56.0,37.0,48.0,34.0,31.0,63.0,69.0,51.0,60.0,59.0,29.0,31.0
10990,CB,34.0,64.0,0.0,0.0,74.0,183.0,43.0,19.0,50.0,60.0,20.0,21.0,16.0,45.0,44.0,35.0,45.0,43.0,45.0,53.0,48.0,50.0,70.0,63.0,71.0,45.0,68.0,64.0,20.0,26.0,49.0,58.0,73.0,72.0,58.0
10992,ST,24.0,64.0,0.0,1.0,67.0,163.0,53.0,60.0,59.0,61.0,54.0,71.0,51.0,40.0,43.0,65.0,90.0,90.0,88.0,57.0,79.0,60.0,75.0,74.0,62.0,49.0,59.0,19.0,61.0,48.0,63.0,60.0,36.0,22.0,33.0
10994,CB,26.0,64.0,0.0,2.0,74.0,176.0,33.0,25.0,59.0,50.0,29.0,48.0,35.0,34.0,52.0,50.0,66.0,72.0,71.0,60.0,63.0,28.0,77.0,66.0,70.0,38.0,70.0,64.0,29.0,42.0,27.0,59.0,60.0,64.0,62.0
10997,ST,20.0,64.0,0.0,1.0,72.0,165.0,32.0,64.0,62.0,52.0,46.0,65.0,40.0,31.0,33.0,66.0,84.0,88.0,78.0,59.0,68.0,61.0,64.0,69.0,56.0,50.0,34.0,17.0,59.0,53.0,62.0,64.0,31.0,17.0,15.0
10999,CM,31.0,64.0,0.0,0.0,70.0,161.0,67.0,50.0,23.0,71.0,48.0,62.0,74.0,72.0,73.0,66.0,51.0,45.0,58.0,61.0,73.0,42.0,52.0,42.0,49.0,47.0,50.0,51.0,59.0,68.0,70.0,62.0,40.0,45.0,24.0
11000,CDM,27.0,64.0,0.0,2.0,76.0,194.0,49.0,49.0,66.0,59.0,32.0,54.0,43.0,32.0,60.0,58.0,51.0,53.0,33.0,59.0,36.0,62.0,73.0,74.0,85.0,49.0,75.0,62.0,45.0,58.0,41.0,65.0,60.0,65.0,62.0
11001,LM,24.0,64.0,1.0,0.0,66.0,148.0,56.0,61.0,36.0,63.0,44.0,62.0,49.0,41.0,57.0,63.0,79.0,72.0,81.0,54.0,83.0,66.0,52.0,67.0,48.0,51.0,53.0,37.0,62.0,60.0,46.0,59.0,47.0,36.0,46.0
11002,CAM,20.0,64.0,1.0,0.0,72.0,168.0,55.0,57.0,64.0,63.0,57.0,74.0,55.0,48.0,50.0,72.0,75.0,72.0,71.0,54.0,66.0,54.0,66.0,44.0,64.0,47.0,54.0,32.0,54.0,58.0,53.0,53.0,50.0,42.0,37.0
11003,GK,25.0,64.0,1.0,2.0,71.0,203.0,15.0,18.0,11.0,21.0,12.0,17.0,20.0,16.0,23.0,16.0,47.0,44.0,31.0,57.0,48.0,24.0,60.0,24.0,66.0,13.0,25.0,25.0,10.0,41.0,20.0,53.0,13.0,19.0,17.0
11004,CB,24.0,64.0,0.0,1.0,71.0,165.0,46.0,35.0,63.0,72.0,44.0,52.0,48.0,42.0,43.0,62.0,61.0,61.0,57.0,56.0,64.0,58.0,63.0,68.0,64.0,42.0,59.0,61.0,37.0,58.0,49.0,53.0,56.0,65.0,69.0
11005,ST,20.0,64.0,0.0,0.0,74.0,172.0,30.0,64.0,62.0,53.0,57.0,52.0,50.0,42.0,50.0,56.0,63.0,71.0,67.0,66.0,59.0,68.0,65.0,70.0,80.0,49.0,58.0,20.0,67.0,40.0,62.0,60.0,22.0,19.0,17.0
11007,CAM,25.0,64.0,1.0,1.0,69.0,143.0,61.0,64.0,40.0,66.0,74.0,65.0,70.0,58.0,57.0,69.0,74.0,64.0,78.0,58.0,86.0,70.0,63.0,64.0,55.0,63.0,37.0,38.0,53.0,58.0,51.0,56.0,54.0,36.0,35.0
11009,CB,26.0,64.0,1.0,0.0,73.0,183.0,48.0,34.0,64.0,64.0,34.0,56.0,36.0,34.0,60.0,63.0,63.0,69.0,55.0,58.0,64.0,55.0,75.0,75.0,68.0,41.0,62.0,59.0,42.0,49.0,57.0,63.0,60.0,62.0,62.0
11011,RM,23.0,64.0,1.0,0.0,70.0,165.0,60.0,57.0,42.0,64.0,44.0,69.0,66.0,50.0,62.0,67.0,76.0,77.0,78.0,49.0,75.0,61.0,58.0,64.0,64.0,57.0,45.0,42.0,56.0,54.0,56.0,60.0,51.0,45.0,42.0
11012,CM,23.0,64.0,0.0,0.0,70.0,168.0,47.0,40.0,50.0,65.0,57.0,65.0,49.0,48.0,64.0,70.0,69.0,65.0,61.0,59.0,70.0,62.0,61.0,78.0,59.0,45.0,59.0,65.0,43.0,67.0,64.0,65.0,57.0,57.0,58.0
11013,GK,20.0,64.0,0.0,0.0,74.0,187.0,14.0,11.0,12.0,31.0,13.0,13.0,17.0,16.0,26.0,22.0,42.0,40.0,40.0,59.0,50.0,24.0,60.0,28.0,59.0,12.0,23.0,12.0,15.0,27.0,32.0,31.0,10.0,13.0,12.0
11014,LB,24.0,64.0,1.0,0.0,71.0,157.0,72.0,50.0,56.0,62.0,46.0,63.0,71.0,55.0,70.0,63.0,68.0,65.0,67.0,55.0,67.0,57.0,76.0,72.0,61.0,60.0,67.0,61.0,56.0,60.0,60.0,53.0,54.0,62.0,61.0
11016,CB,27.0,64.0,0.0,0.0,73.0,170.0,46.0,19.0,64.0,53.0,32.0,43.0,40.0,33.0,51.0,45.0,65.0,62.0,54.0,56.0,54.0,39.0,71.0,58.0,76.0,32.0,68.0,62.0,28.0,49.0,30.0,52.0,63.0,64.0,63.0
11017,GK,23.0,64.0,0.0,1.0,75.0,161.0,18.0,12.0,19.0,21.0,15.0,19.0,15.0,13.0,18.0,23.0,43.0,46.0,30.0,62.0,51.0,19.0,51.0,38.0,51.0,16.0,26.0,25.0,19.0,45.0,17.0,28.0,20.0,19.0,20.0
11019,GK,20.0,64.0,0.0,2.0,71.0,187.0,14.0,15.0,19.0,26.0,19.0,16.0,14.0,14.0,25.0,22.0,48.0,55.0,35.0,56.0,61.0,21.0,50.0,42.0,63.0,19.0,26.0,25.0,12.0,20.0,18.0,48.0,12.0,17.0,21.0
11020,CB,28.0,64.0,0.0,1.0,72.0,172.0,68.0,21.0,40.0,53.0,20.0,45.0,28.0,32.0,22.0,56.0,63.0,66.0,60.0,66.0,54.0,21.0,73.0,76.0,79.0,22.0,56.0,65.0,45.0,39.0,31.0,47.0,64.0,69.0,63.0
11021,CM,20.0,64.0,1.0,1.0,72.0,168.0,64.0,62.0,38.0,64.0,45.0,68.0,59.0,67.0,60.0,68.0,63.0,71.0,72.0,59.0,65.0,46.0,53.0,53.0,71.0,55.0,42.0,56.0,62.0,70.0,55.0,60.0,55.0,56.0,50.0
11022,ST,21.0,64.0,0.0,1.0,76.0,187.0,49.0,69.0,67.0,60.0,59.0,52.0,54.0,39.0,52.0,53.0,65.0,65.0,66.0,57.0,42.0,66.0,74.0,61.0,71.0,58.0,37.0,38.0,68.0,40.0,70.0,53.0,32.0,30.0,30.0
11023,GK,31.0,64.0,0.0,0.0,74.0,168.0,12.0,14.0,15.0,12.0,13.0,13.0,18.0,14.0,13.0,15.0,31.0,37.0,69.0,61.0,45.0,13.0,57.0,21.0,65.0,11.0,18.0,12.0,13.0,54.0,20.0,61.0,28.0,14.0,15.0
11024,CAM,31.0,64.0,1.0,1.0,67.0,128.0,66.0,55.0,20.0,67.0,57.0,69.0,69.0,52.0,60.0,67.0,66.0,69.0,83.0,45.0,65.0,58.0,72.0,58.0,31.0,61.0,49.0,48.0,54.0,66.0,66.0,50.0,48.0,12.0,15.0
11025,ST,24.0,64.0,1.0,0.0,75.0,194.0,39.0,68.0,67.0,63.0,54.0,55.0,50.0,39.0,41.0,58.0,42.0,52.0,33.0,59.0,61.0,70.0,63.0,58.0,88.0,64.0,44.0,42.0,62.0,56.0,62.0,61.0,28.0,16.0,19.0
11026,RB,23.0,64.0,0.0,1.0,71.0,161.0,62.0,32.0,58.0,61.0,42.0,66.0,60.0,44.0,52.0,62.0,74.0,78.0,57.0,59.0,62.0,44.0,57.0,78.0,80.0,32.0,74.0,54.0,50.0,48.0,42.0,64.0,60.0,61.0,63.0
11027,CB,23.0,64.0,1.0,0.0,70.0,165.0,55.0,24.0,61.0,57.0,31.0,62.0,30.0,32.0,54.0,60.0,79.0,73.0,61.0,59.0,76.0,23.0,77.0,64.0,71.0,27.0,72.0,62.0,48.0,43.0,41.0,53.0,59.0,63.0,62.0
11028,ST,19.0,64.0,0.0,1.0,75.0,170.0,33.0,67.0,64.0,52.0,54.0,56.0,40.0,28.0,31.0,62.0,68.0,64.0,64.0,52.0,59.0,67.0,66.0,68.0,80.0,53.0,59.0,18.0,67.0,49.0,58.0,58.0,22.0,26.0,23.0
11029,ST,21.0,64.0,0.0,0.0,73.0,172.0,43.0,65.0,55.0,52.0,59.0,63.0,49.0,44.0,35.0,64.0,76.0,79.0,70.0,58.0,68.0,68.0,71.0,74.0,67.0,58.0,42.0,16.0,61.0,50.0,57.0,48.0,14.0,18.0,15.0
11030,LB,19.0,64.0,1.0,1.0,68.0,152.0,55.0,29.0,45.0,61.0,27.0,62.0,35.0,32.0,40.0,60.0,74.0,67.0,61.0,61.0,70.0,27.0,62.0,63.0,53.0,34.0,55.0,68.0,56.0,52.0,46.0,55.0,63.0,62.0,66.0
11031,RB,32.0,64.0,0.0,0.0,69.0,161.0,56.0,17.0,64.0,62.0,18.0,57.0,53.0,48.0,53.0,53.0,78.0,82.0,81.0,60.0,77.0,49.0,80.0,76.0,71.0,21.0,70.0,56.0,19.0,55.0,29.0,56.0,60.0,61.0,59.0
11032,RB,24.0,64.0,0.0,0.0,72.0,165.0,56.0,23.0,62.0,56.0,37.0,52.0,24.0,24.0,44.0,54.0,79.0,80.0,62.0,60.0,61.0,50.0,72.0,68.0,75.0,35.0,70.0,61.0,45.0,45.0,46.0,59.0,61.0,63.0,62.0
11033,CB,32.0,64.0,0.0,2.0,76.0,183.0,34.0,23.0,69.0,58.0,23.0,29.0,35.0,30.0,40.0,47.0,35.0,42.0,44.0,51.0,31.0,44.0,66.0,60.0,81.0,28.0,70.0,57.0,15.0,37.0,34.0,59.0,61.0,63.0,58.0
11035,ST,36.0,64.0,0.0,0.0,72.0,174.0,47.0,64.0,71.0,62.0,59.0,59.0,49.0,63.0,43.0,57.0,61.0,64.0,51.0,58.0,59.0,62.0,69.0,67.0,80.0,61.0,43.0,15.0,60.0,52.0,69.0,48.0,25.0,32.0,13.0
11036,CB,34.0,64.0,0.0,0.0,70.0,165.0,54.0,24.0,65.0,62.0,54.0,45.0,50.0,44.0,58.0,48.0,68.0,59.0,63.0,56.0,68.0,41.0,68.0,52.0,53.0,42.0,61.0,65.0,44.0,45.0,57.0,41.0,70.0,61.0,68.0
11037,RM,20.0,64.0,1.0,1.0,69.0,161.0,56.0,44.0,37.0,58.0,48.0,71.0,52.0,49.0,49.0,68.0,84.0,79.0,79.0,49.0,80.0,50.0,59.0,64.0,55.0,45.0,48.0,27.0,57.0,60.0,50.0,60.0,26.0,26.0,23.0
11038,CB,20.0,64.0,0.0,0.0,74.0,172.0,39.0,32.0,65.0,52.0,32.0,48.0,33.0,29.0,41.0,55.0,41.0,42.0,57.0,56.0,44.0,49.0,52.0,61.0,72.0,24.0,62.0,61.0,41.0,32.0,40.0,49.0,66.0,66.0,61.0
11039,RB,27.0,64.0,0.0,0.0,68.0,170.0,62.0,33.0,50.0,59.0,33.0,58.0,51.0,50.0,51.0,59.0,77.0,79.0,81.0,54.0,84.0,45.0,92.0,69.0,75.0,25.0,72.0,62.0,53.0,45.0,54.0,62.0,60.0,66.0,60.0
11041,LB,25.0,64.0,1.0,0.0,68.0,159.0,53.0,37.0,55.0,52.0,38.0,40.0,72.0,74.0,31.0,60.0,76.0,81.0,80.0,65.0,77.0,47.0,59.0,81.0,61.0,29.0,61.0,59.0,50.0,39.0,50.0,56.0,60.0,61.0,61.0
11042,ST,32.0,64.0,0.0,0.0,78.0,207.0,31.0,64.0,72.0,57.0,56.0,51.0,55.0,52.0,42.0,60.0,44.0,58.0,35.0,63.0,32.0,70.0,34.0,62.0,90.0,53.0,66.0,29.0,64.0,46.0,76.0,68.0,21.0,43.0,23.0
11044,LB,23.0,64.0,0.0,1.0,70.0,150.0,65.0,42.0,55.0,59.0,32.0,47.0,28.0,27.0,49.0,58.0,73.0,76.0,75.0,64.0,74.0,42.0,71.0,71.0,45.0,32.0,70.0,60.0,57.0,52.0,39.0,49.0,58.0,61.0,58.0
11045,CB,26.0,64.0,0.0,0.0,73.0,183.0,25.0,23.0,59.0,52.0,26.0,39.0,26.0,27.0,50.0,40.0,47.0,49.0,42.0,58.0,53.0,32.0,72.0,65.0,70.0,21.0,67.0,69.0,22.0,26.0,38.0,44.0,66.0,65.0,60.0
11046,ST,22.0,64.0,0.0,0.0,70.0,161.0,32.0,64.0,65.0,49.0,48.0,62.0,37.0,32.0,29.0,58.0,69.0,73.0,69.0,54.0,69.0,70.0,76.0,69.0,73.0,52.0,37.0,18.0,66.0,47.0,67.0,47.0,14.0,19.0,21.0
11047,CB,26.0,64.0,0.0,0.0,75.0,190.0,53.0,28.0,62.0,47.0,34.0,48.0,41.0,26.0,43.0,44.0,66.0,63.0,61.0,51.0,37.0,47.0,58.0,75.0,86.0,29.0,69.0,60.0,45.0,30.0,47.0,55.0,64.0,64.0,63.0
11048,CB,23.0,64.0,0.0,2.0,74.0,183.0,29.0,22.0,66.0,58.0,27.0,32.0,29.0,29.0,54.0,36.0,57.0,57.0,48.0,47.0,52.0,61.0,70.0,61.0,65.0,28.0,71.0,62.0,28.0,40.0,36.0,51.0,67.0,66.0,62.0
11049,CDM,25.0,64.0,0.0,1.0,74.0,174.0,39.0,35.0,55.0,69.0,45.0,46.0,48.0,32.0,61.0,59.0,61.0,54.0,59.0,61.0,58.0,48.0,68.0,67.0,74.0,45.0,64.0,56.0,48.0,50.0,35.0,56.0,58.0,68.0,65.0
11050,LB,25.0,64.0,1.0,0.0,70.0,161.0,64.0,52.0,55.0,61.0,55.0,61.0,66.0,60.0,58.0,60.0,74.0,75.0,75.0,56.0,73.0,64.0,74.0,82.0,65.0,54.0,70.0,59.0,59.0,60.0,55.0,58.0,59.0,62.0,60.0
11051,LB,28.0,64.0,1.0,0.0,71.0,150.0,61.0,39.0,53.0,65.0,63.0,65.0,58.0,50.0,61.0,63.0,74.0,74.0,72.0,65.0,71.0,58.0,63.0,64.0,57.0,47.0,55.0,58.0,45.0,55.0,46.0,64.0,61.0,62.0,64.0
11052,CB,23.0,64.0,0.0,1.0,76.0,174.0,29.0,32.0,63.0,56.0,31.0,47.0,39.0,32.0,46.0,55.0,52.0,55.0,37.0,59.0,44.0,53.0,66.0,61.0,70.0,38.0,69.0,63.0,37.0,39.0,47.0,58.0,64.0,62.0,60.0
11053,ST,25.0,64.0,0.0,0.0,69.0,163.0,72.0,65.0,56.0,65.0,45.0,64.0,43.0,34.0,54.0,63.0,82.0,82.0,83.0,54.0,70.0,65.0,66.0,71.0,57.0,67.0,61.0,11.0,59.0,58.0,59.0,52.0,45.0,38.0,39.0
11054,CB,24.0,64.0,0.0,1.0,71.0,150.0,23.0,24.0,55.0,51.0,21.0,34.0,21.0,21.0,42.0,52.0,54.0,54.0,52.0,58.0,68.0,31.0,78.0,57.0,69.0,16.0,68.0,67.0,25.0,29.0,33.0,45.0,64.0,65.0,63.0
11055,ST,32.0,64.0,0.0,0.0,68.0,165.0,42.0,62.0,57.0,56.0,65.0,60.0,42.0,41.0,49.0,61.0,71.0,68.0,75.0,61.0,77.0,61.0,73.0,82.0,74.0,60.0,57.0,33.0,70.0,57.0,64.0,67.0,34.0,24.0,17.0
11056,CB,30.0,64.0,0.0,2.0,74.0,190.0,27.0,21.0,73.0,34.0,30.0,32.0,49.0,32.0,49.0,34.0,43.0,42.0,41.0,63.0,48.0,55.0,39.0,47.0,77.0,35.0,63.0,51.0,27.0,32.0,48.0,56.0,78.0,74.0,52.0
11057,RB,27.0,64.0,0.0,0.0,71.0,154.0,58.0,56.0,58.0,60.0,35.0,63.0,46.0,28.0,57.0,64.0,73.0,72.0,66.0,62.0,67.0,55.0,66.0,72.0,67.0,52.0,62.0,63.0,65.0,64.0,37.0,65.0,59.0,64.0,61.0
11058,CDM,22.0,64.0,0.0,0.0,72.0,170.0,49.0,42.0,62.0,66.0,38.0,55.0,44.0,51.0,63.0,61.0,58.0,62.0,57.0,59.0,64.0,43.0,67.0,55.0,73.0,39.0,61.0,62.0,39.0,61.0,53.0,57.0,64.0,65.0,61.0
11059,ST,27.0,64.0,0.0,0.0,75.0,203.0,22.0,68.0,68.0,46.0,60.0,48.0,51.0,32.0,23.0,59.0,53.0,54.0,55.0,55.0,50.0,66.0,53.0,58.0,87.0,59.0,55.0,20.0,68.0,44.0,63.0,58.0,32.0,22.0,16.0
11060,CM,34.0,64.0,0.0,0.0,68.0,154.0,63.0,57.0,28.0,64.0,41.0,63.0,66.0,65.0,63.0,64.0,67.0,64.0,67.0,59.0,68.0,64.0,65.0,77.0,59.0,67.0,66.0,55.0,60.0,64.0,59.0,67.0,53.0,55.0,50.0
11062,RM,27.0,64.0,0.0,0.0,70.0,174.0,69.0,45.0,58.0,64.0,36.0,61.0,59.0,32.0,59.0,59.0,76.0,76.0,67.0,50.0,72.0,61.0,65.0,77.0,71.0,55.0,57.0,57.0,54.0,52.0,36.0,60.0,55.0,65.0,62.0
11063,GK,20.0,64.0,0.0,0.0,73.0,174.0,11.0,14.0,15.0,41.0,19.0,14.0,16.0,15.0,37.0,28.0,49.0,46.0,38.0,57.0,41.0,22.0,56.0,30.0,56.0,17.0,25.0,22.0,17.0,22.0,21.0,51.0,15.0,15.0,18.0
11064,LB,19.0,64.0,1.0,0.0,67.0,152.0,53.0,54.0,53.0,60.0,34.0,60.0,39.0,34.0,50.0,59.0,83.0,82.0,74.0,55.0,64.0,43.0,67.0,75.0,54.0,27.0,55.0,61.0,54.0,44.0,36.0,54.0,58.0,63.0,60.0
11066,CM,35.0,64.0,0.0,0.0,69.0,165.0,70.0,61.0,36.0,73.0,59.0,63.0,73.0,75.0,68.0,73.0,60.0,58.0,63.0,60.0,81.0,61.0,65.0,59.0,58.0,55.0,52.0,46.0,60.0,62.0,71.0,70.0,53.0,26.0,36.0
11068,GK,24.0,64.0,0.0,1.0,72.0,174.0,14.0,13.0,15.0,27.0,16.0,9.0,14.0,18.0,24.0,22.0,38.0,44.0,42.0,58.0,38.0,25.0,55.0,42.0,52.0,15.0,35.0,20.0,13.0,28.0,22.0,38.0,19.0,16.0,16.0
11069,CB,20.0,64.0,1.0,1.0,72.0,152.0,52.0,26.0,59.0,59.0,26.0,34.0,22.0,25.0,54.0,55.0,67.0,71.0,58.0,57.0,56.0,48.0,69.0,66.0,67.0,23.0,66.0,62.0,29.0,39.0,37.0,53.0,61.0,67.0,63.0
11070,CB,19.0,64.0,1.0,0.0,73.0,174.0,30.0,29.0,64.0,58.0,34.0,37.0,32.0,41.0,56.0,58.0,74.0,76.0,69.0,59.0,62.0,51.0,77.0,58.0,77.0,33.0,70.0,54.0,29.0,40.0,39.0,56.0,63.0,63.0,58.0
11071,RM,19.0,64.0,0.0,1.0,66.0,157.0,59.0,53.0,40.0,65.0,45.0,69.0,62.0,58.0,62.0,67.0,73.0,74.0,73.0,54.0,68.0,60.0,54.0,56.0,35.0,57.0,45.0,22.0,55.0,58.0,55.0,55.0,16.0,23.0,21.0
11072,CB,36.0,64.0,0.0,0.0,75.0,194.0,43.0,19.0,76.0,45.0,22.0,20.0,44.0,38.0,47.0,40.0,30.0,38.0,31.0,49.0,30.0,46.0,76.0,31.0,83.0,33.0,61.0,60.0,38.0,30.0,45.0,56.0,58.0,66.0,64.0
11074,CB,26.0,64.0,0.0,2.0,76.0,209.0,22.0,36.0,62.0,57.0,26.0,44.0,28.0,29.0,38.0,49.0,64.0,72.0,55.0,58.0,57.0,54.0,83.0,72.0,90.0,48.0,85.0,60.0,28.0,41.0,46.0,65.0,54.0,59.0,49.0
11076,CB,20.0,64.0,1.0,0.0,74.0,176.0,66.0,27.0,59.0,62.0,26.0,57.0,29.0,22.0,61.0,60.0,53.0,64.0,55.0,62.0,60.0,27.0,71.0,53.0,69.0,31.0,52.0,67.0,41.0,31.0,34.0,62.0,65.0,66.0,64.0
11077,CDM,21.0,64.0,0.0,2.0,66.0,165.0,38.0,48.0,56.0,68.0,46.0,57.0,42.0,39.0,61.0,66.0,66.0,70.0,71.0,60.0,79.0,54.0,67.0,66.0,63.0,46.0,78.0,59.0,34.0,47.0,48.0,56.0,65.0,63.0,61.0
11078,RB,27.0,64.0,0.0,1.0,69.0,139.0,69.0,54.0,48.0,64.0,47.0,66.0,54.0,52.0,63.0,71.0,84.0,82.0,78.0,62.0,69.0,55.0,69.0,86.0,63.0,55.0,51.0,54.0,52.0,55.0,48.0,65.0,53.0,52.0,54.0
11079,GK,27.0,64.0,0.0,1.0,73.0,181.0,17.0,9.0,18.0,36.0,10.0,18.0,17.0,17.0,37.0,25.0,44.0,43.0,49.0,66.0,52.0,20.0,69.0,29.0,62.0,10.0,21.0,21.0,16.0,43.0,24.0,46.0,22.0,16.0,14.0
11080,RM,24.0,64.0,0.0,1.0,70.0,154.0,65.0,48.0,58.0,67.0,41.0,59.0,54.0,42.0,62.0,63.0,73.0,73.0,77.0,62.0,72.0,58.0,66.0,81.0,59.0,53.0,61.0,60.0,58.0,56.0,39.0,51.0,57.0,62.0,59.0
11081,CB,20.0,64.0,0.0,0.0,71.0,163.0,34.0,28.0,60.0,64.0,25.0,55.0,40.0,30.0,62.0,61.0,70.0,65.0,69.0,57.0,70.0,32.0,78.0,71.0,70.0,32.0,65.0,57.0,44.0,47.0,37.0,55.0,61.0,64.0,61.0
11082,RM,26.0,64.0,0.0,0.0,70.0,154.0,60.0,58.0,43.0,59.0,50.0,66.0,42.0,25.0,54.0,58.0,84.0,83.0,76.0,53.0,76.0,62.0,59.0,70.0,67.0,55.0,43.0,42.0,57.0,59.0,57.0,64.0,29.0,28.0,25.0
11083,GK,35.0,64.0,0.0,0.0,73.0,176.0,11.0,15.0,10.0,28.0,13.0,8.0,14.0,13.0,27.0,15.0,29.0,29.0,37.0,59.0,35.0,16.0,43.0,26.0,43.0,16.0,25.0,13.0,10.0,28.0,20.0,58.0,3.0,12.0,12.0
11084,ST,26.0,64.0,0.0,2.0,75.0,181.0,61.0,63.0,60.0,50.0,65.0,68.0,54.0,51.0,40.0,61.0,79.0,84.0,65.0,57.0,44.0,72.0,53.0,70.0,86.0,57.0,56.0,35.0,61.0,62.0,45.0,55.0,38.0,19.0,15.0
11085,GK,36.0,64.0,0.0,0.0,76.0,194.0,15.0,8.0,14.0,23.0,14.0,13.0,14.0,15.0,24.0,23.0,49.0,52.0,41.0,63.0,52.0,22.0,71.0,39.0,71.0,15.0,37.0,22.0,9.0,12.0,22.0,66.0,25.0,20.0,21.0
11086,GK,27.0,64.0,1.0,1.0,74.0,172.0,14.0,9.0,12.0,18.0,5.0,5.0,10.0,13.0,24.0,11.0,24.0,32.0,36.0,56.0,35.0,17.0,55.0,24.0,62.0,6.0,27.0,13.0,8.0,30.0,14.0,62.0,11.0,10.0,10.0
11087,GK,31.0,64.0,0.0,0.0,72.0,172.0,11.0,11.0,13.0,33.0,15.0,12.0,11.0,12.0,35.0,26.0,33.0,35.0,36.0,58.0,62.0,22.0,62.0,43.0,54.0,18.0,26.0,21.0,12.0,24.0,30.0,47.0,10.0,15.0,11.0
11088,CM,24.0,64.0,1.0,1.0,73.0,172.0,61.0,55.0,55.0,65.0,54.0,59.0,70.0,58.0,63.0,60.0,66.0,63.0,64.0,63.0,64.0,76.0,61.0,87.0,75.0,58.0,79.0,63.0,59.0,61.0,59.0,61.0,55.0,67.0,69.0
11089,GK,29.0,64.0,0.0,1.0,73.0,185.0,13.0,17.0,14.0,35.0,14.0,15.0,18.0,12.0,20.0,16.0,53.0,47.0,35.0,55.0,45.0,23.0,62.0,37.0,61.0,18.0,22.0,25.0,15.0,30.0,23.0,44.0,25.0,18.0,14.0
11091,CB,23.0,64.0,0.0,0.0,74.0,185.0,41.0,40.0,64.0,59.0,36.0,43.0,55.0,62.0,53.0,53.0,60.0,63.0,58.0,62.0,54.0,69.0,67.0,81.0,82.0,54.0,63.0,57.0,40.0,49.0,27.0,66.0,60.0,64.0,63.0
11092,GK,25.0,64.0,0.0,0.0,75.0,183.0,16.0,17.0,11.0,45.0,15.0,17.0,16.0,20.0,33.0,20.0,38.0,42.0,39.0,64.0,47.0,25.0,74.0,44.0,69.0,20.0,22.0,20.0,17.0,41.0,25.0,48.0,10.0,14.0,15.0
11093,CAM,26.0,64.0,0.0,0.0,72.0,172.0,71.0,66.0,59.0,58.0,63.0,62.0,60.0,66.0,56.0,71.0,58.0,68.0,71.0,58.0,69.0,68.0,55.0,60.0,58.0,73.0,43.0,31.0,70.0,58.0,72.0,56.0,20.0,30.0,41.0
11094,CDM,22.0,64.0,0.0,0.0,70.0,165.0,37.0,32.0,48.0,67.0,35.0,60.0,37.0,53.0,61.0,64.0,65.0,68.0,62.0,59.0,69.0,51.0,62.0,74.0,65.0,57.0,67.0,60.0,48.0,60.0,51.0,63.0,63.0,61.0,53.0
